record_type,id,edge_id,seq,from_node,to_node,x,y,z,s_local,s_route,road_width,next_edge_ids,prev_edge_ids,is_route,is_goal,route_edge_ids,goal_edge_id,goal_x,goal_y,name,value,text
meta,,,,,,,,,,,,,,,,,,,,source,fork_road_create.py,
meta,,,,,,,,,,,,,,,,,,,,description,,fork road upper target
meta,,,,,,,,,,,,,,,,,,,,wp_scale,1.0,
meta,,,,,,,,,,,,,,,,,,,,road_width,0.672,
meta,,,,,,,,,,,,,,,,,,,,xy_swapped,true,
route,,,,,,,,,,,,,,,,1|4,4,1.8,5.6,,,
node,1,,,,,0.0,0.0,0,,,,,,,,,,,,,,
node,2,,,,,0.0,1.1999999984,0,,,,,,,,,,,,,,
node,3,,,,,0.0,5.6,0,,,,,,,,,,,,,,
node,4,,,,,-1.8,5.6,0,,,,,,,,,,,,,,
node,5,,,,,1.8,5.6,0,,,,,,,,,,,,,,
edge,1,1,,1,2,,,,,,0.672,2|3|4,,1,0,,,,,entry,,
edge,2,2,,2,3,,,,,,0.672,,1,0,0,,,,,straight,,
edge,3,3,,2,4,,,,,,0.672,,1,0,0,,,,,lower,,
edge,4,4,,2,5,,,,,,0.672,,1,1,1,,,,,upper,,
edge_point,,1,0,,,0.0,0.0,0,0.0,,0.672,,,,,,,,,entry,,
edge_point,,1,1,,,0.0,1.1999999984,0,1.1999999984,,0.672,,,,,,,,,entry,,
edge_point,,2,0,,,0.0,1.1999999984,0,0.0,,0.672,,,,,,,,,straight,,
edge_point,,2,1,,,0.0,5.6,0,4.4000000016,,0.672,,,,,,,,,straight,,
edge_point,,3,0,,,0.0,1.1999999984,0,0.0,,0.672,,,,,,,,,lower,,
edge_point,,3,1,,,-0.051608865087697,1.2197143198916,0,0.055246080652968,,0.672,,,,,,,,,lower,,
edge_point,,3,2,,,-0.10345453319592,1.246759386983231,0,0.113721793180298,,0.672,,,,,,,,,lower,,
edge_point,,3,3,,,-0.15548263486896,1.28086069402567,0,0.175929690634744,,0.672,,,,,,,,,lower,,
edge_point,,3,4,,,-0.207638800651108,1.321743735369696,0,0.242199508037784,,0.672,,,,,,,,,lower,,
edge_point,,3,5,,,-0.259868661086657,1.369134005366087,0,0.312724652571118,,0.672,,,,,,,,,lower,,
edge_point,,3,6,,,-0.312117846719898,1.422756998365618,0,0.387593890429966,,0.672,,,,,,,,,lower,,
edge_point,,3,7,,,-0.364331988095123,1.48233820871907,0,0.466816596687289,,0.672,,,,,,,,,lower,,
edge_point,,3,8,,,-0.416456715756624,1.547603130777219,0,0.5503420256598,,0.672,,,,,,,,,lower,,
edge_point,,3,9,,,-0.468437660248693,1.618277258890843,0,0.638073724463074,,0.672,,,,,,,,,lower,,
edge_point,,3,10,,,-0.52022045211562,1.69408608741072,0,0.729880238475369,,0.672,,,,,,,,,lower,,
edge_point,,3,11,,,-0.571750721901698,1.774755110687628,0,0.825603067626394,,0.672,,,,,,,,,lower,,
edge_point,,3,12,,,-0.622974100151219,1.860009823072344,0,0.925062609466753,,0.672,,,,,,,,,lower,,
edge_point,,3,13,,,-0.673836217408473,1.949575718915647,0,1.028062632137159,,0.672,,,,,,,,,lower,,
edge_point,,3,14,,,-0.724282704217756,2.043178292568313,0,1.134393671000709,,0.672,,,,,,,,,lower,,
edge_point,,3,15,,,-0.774259191123354,2.140543038381121,0,1.243835632654447,,0.672,,,,,,,,,lower,,
edge_point,,3,16,,,-0.823711308669562,2.24139545070485,0,1.356159810823349,,0.672,,,,,,,,,lower,,
edge_point,,3,17,,,-0.872584687400673,2.345461023890274,0,1.471130462169706,,0.672,,,,,,,,,lower,,
edge_point,,3,18,,,-0.920824957860975,2.452465252288175,0,1.588506049874787,,0.672,,,,,,,,,lower,,
edge_point,,3,19,,,-0.968377750594762,2.562133630249328,0,1.708040234196314,,0.672,,,,,,,,,lower,,
edge_point,,3,20,,,-1.015188696146327,2.674191652124511,0,1.829482668666357,,0.672,,,,,,,,,lower,,
edge_point,,3,21,,,-1.061203425059958,2.788364812264504,0,1.95257964577525,,0.672,,,,,,,,,lower,,
edge_point,,3,22,,,-1.10636756787995,2.904378605020082,0,2.077074625216989,,0.672,,,,,,,,,lower,,
edge_point,,3,23,,,-1.150626755150593,3.021958524742024,0,2.202708669885128,,0.672,,,,,,,,,lower,,
edge_point,,3,24,,,-1.193926617416179,3.140830065781108,0,2.329220808991324,,0.672,,,,,,,,,lower,,
edge_point,,3,25,,,-1.236212785221001,3.260718722488111,0,2.456348343359876,,0.672,,,,,,,,,lower,,
edge_point,,3,26,,,-1.27743088910935,3.381349989213811,0,2.583827104728182,,0.672,,,,,,,,,lower,,
edge_point,,3,27,,,-1.317526559625516,3.502449360308987,0,2.711391678469437,,0.672,,,,,,,,,lower,,
edge_point,,3,28,,,-1.356445427313793,3.623742330124415,0,2.838775597347701,,0.672,,,,,,,,,lower,,
edge_point,,3,29,,,-1.394133122718473,3.744954393010874,0,2.965711512573088,,0.672,,,,,,,,,lower,,
edge_point,,3,30,,,-1.430535276383845,3.865811043319141,0,3.091931347445473,,0.672,,,,,,,,,lower,,
edge_point,,3,31,,,-1.465597518854204,3.986037775399994,0,3.217166438190405,,0.672,,,,,,,,,lower,,
edge_point,,3,32,,,-1.499265480673839,4.105360083604211,0,3.341147666157669,,0.672,,,,,,,,,lower,,
edge_point,,3,33,,,-1.531484792387043,4.223503462282569,0,3.463605585349571,,0.672,,,,,,,,,lower,,
edge_point,,3,34,,,-1.562201084538109,4.340193405785847,0,3.584270549271614,,0.672,,,,,,,,,lower,,
edge_point,,3,35,,,-1.591359987671326,4.455155408464821,0,3.702872841373803,,0.672,,,,,,,,,lower,,
